"","ID","place","admin","utm_e","utm_n"
"346",1396,"Gemmingen","Heilbronn",498802.762987548,5444834.61162761
"347",1397,"Stebbach","Heilbronn",497409.619341723,5443771.20962328
"348",1398,"Eppingen","Heilbronn",493420.663748181,5442693.96598355
"349",1399,"Rohrbach (am Giesshübel)","Heilbronn",489532.884834176,5443090.16305634
"350",1401,"Mühlbach","Heilbronn",492919.697586068,5438246.76627579
"351",1402,"Schluchtern","Heilbronn",507482.097571655,5443961.32029988
"352",1881,"Unterkessach","Heilbronn",531835.132739554,5465980.25468374
"353",1882,"Korb","Heilbronn",528853.306324249,5467101.07743831
"354",1896,"Neudenau","Heilbronn",519659.553152247,5459985.37409429
"355",1897,"Herbolzheim","Heilbronn",518913.871251459,5459033.34860901
"356",1898,"Stein am Kocher","Heilbronn",521793.958909987,5456622.68433344
"357",1899,"Ruchsen","Heilbronn",527533.995014753,5463003.08284235
"358",1886,"Oberndorf","Hohenlohekreis",542931.54466353,5473000.08458732
"359",1887,"Neunstetten","Hohenlohekreis",544442.097279628,5473342.34473041
"360",1888,"Horrenbach","Hohenlohekreis",547898.429774413,5473051.30382061
"361",1889,"Krautheim","Hohenlohekreis",545985.0973964,5471181.52671871
"362",1890,"Gommersdorf","Hohenlohekreis",544470.172138932,5468631.91153597
"363",1891,"Winzenhofen","Hohenlohekreis",541559.255712752,5467220.45547382
"364",1894,"Klepsau","Hohenlohekreis",548736.699989956,5470811.74395401
"365",1277,"Rheinhausen","Karlsruhe",461701.414616644,5458872.95483029
"366",1278,"Oberhausen","Karlsruhe",462400.339730225,5456526.78445625
"367",1286,"Waghäusel","Karlsruhe",464874.226018621,5455490.9674889
"368",1327,"Rheinsheim","Karlsruhe",457013.945174502,5453494.43985527
"369",1328,"Philippsburg","Karlsruhe",460178.237138175,5453724.12934475
"370",1329,"Huttenheim","Karlsruhe",461354.64104579,5449457.7759885
"371",1330,"Rußheim","Karlsruhe",458052.757342412,5448311.23651525
"372",1331,"Wiesental","Karlsruhe",465022.197161907,5452548.36704173
"373",1332,"Kirrlach","Karlsruhe",467200.429063283,5454437.14104555
"374",1333,"Kronau","Karlsruhe",473383.400111746,5451925.75447015
"375",1334,"Mingolsheim","Karlsruhe",474743.118356402,5451954.92885137
"376",1335,"(Bad) Langenbrücken","Karlsruhe",474256.646366403,5450078.38251545
"377",1336,"Stettfeld","Karlsruhe",474141.624469685,5447918.86573615
"378",1337,"Weiher","Karlsruhe",472435.856783224,5447382.38567781
"379",1338,"Hambrücken","Karlsruhe",466854.048401901,5448156.83492855
"380",1339,"Neudorf","Karlsruhe",463332.791123628,5447058.49184339
"381",1346,"Eichelberg","Karlsruhe",486374.206114882,5448494.30637218
"382",1348,"Odenheim","Karlsruhe",481835.390012483,5447386.79353337
"383",1349,"Zeutern","Karlsruhe",476329.165244683,5447203.11340777
"384",1350,"Östringen","Karlsruhe",479151.84852909,5451993.18069961
"385",1368,"Liedolsheim","Karlsruhe",457315.129587489,5445653.15529964
"386",1369,"Hochstetten","Karlsruhe",457377.365754984,5442852.20286851
"387",1370,"Linkenheim","Karlsruhe",456839.586041603,5441428.90655429
"388",1371,"Leopoldshafen","Karlsruhe",455639.861236227,5438675.73707905
"389",1372,"Friedrichstal","Karlsruhe",462112.250044154,5439236.85463544
"390",1373,"Graben","Karlsruhe",462768.532847048,5445962.7691464
"391",1374,"Ubstadt","Karlsruhe",473185.459138136,5445508.79844684
"392",1375,"Bruchsal (Forstamt)","Karlsruhe",470890.006672373,5441291.48971259
"393",1376,"Karlsdorf","Karlsruhe",466566.019441895,5442708.92491484
"394",1377,"Neuthard","Karlsruhe",465044.300905481,5441773.3816528
"395",1378,"Spöck","Karlsruhe",464264.585750588,5439998.50936405
"396",1379,"Büchenau","Karlsruhe",465520.191966581,5438763.2104052
"397",1380,"Staffort","Karlsruhe",464250.23480024,5437664.00518676
"398",1381,"Untergrombach","Karlsruhe",467374.873830822,5437123.31646902
"399",1382,"Helmsheim","Karlsruhe",473880.809809135,5436976.51680305
"400",1383,"Heidelsheim","Karlsruhe",474117.700302173,5438759.66969725
"401",1384,"Bruchsal","Karlsruhe",470890.006672373,5441291.48971259
"402",1385,"Neuenbürg","Karlsruhe",479476.662769974,5444560.23217635
"403",1386,"Oberöwisheim","Karlsruhe",477326.235178781,5443657.04978005
"404",1387,"Unteröwisheim","Karlsruhe",475637.386783762,5443543.06419936
"405",1388,"Münzesheim","Karlsruhe",479263.186590488,5441108.11126796
"406",1389,"Oberacker","Karlsruhe",479126.080403458,5439578.94342763
"407",1390,"Gochsheim","Karlsruhe",481424.779816005,5439056.03691953
"408",1391,"Flehingen","Karlsruhe",484443.387974858,5437137.97309639
"409",1392,"Zaisenhausen","Karlsruhe",486652.49592484,5439416.70219155
"410",1393,"Bahnbrücken","Karlsruhe",484436.526248255,5440667.57685293
"411",1394,"Menzingen","Karlsruhe",483273.062157006,5442967.71804281
"412",1395,"Landshausen","Karlsruhe",485872.415768684,5444036.57360169
"413",1400,"Sulzfeld","Karlsruhe",489541.113135979,5438955.81090683
"414",1404,"Blankenloch","Karlsruhe",461384.943918551,5434796.12967367
"415",1405,"Büchig","Karlsruhe",461143.283624029,5432940.1495771
"416",1414,"Eggenstein","Karlsruhe",455876.651361999,5437060.72022282
"417",1415,"Obergrombach","Karlsruhe",469723.435533666,5436108.33424829
"418",1416,"Gondelsheim","Karlsruhe",474857.338985825,5434138.30646529
"419",1417,"Dürrenbüchig","Karlsruhe",474226.808246842,5430039.09828274
"420",1418,"Wössingen","Karlsruhe",471584.095008221,5428659.0670153
"421",1419,"Wöschbach","Karlsruhe",468356.06162186,5427488.13949117
"422",1420,"Berghausen","Karlsruhe",465415.110803705,5427995.93368042
"423",1421,"Jöhlingen","Karlsruhe",468890.665784572,5431124.77959837
"424",1422,"Weingarten","Karlsruhe",465743.057191221,5433486.78699385
"425",1423,"Bauerbach","Karlsruhe",481208.033108848,5435840.67540575
"426",1424,"Büchig (bei Bretten)","Karlsruhe",478808.521637051,5435744.83925299
"427",1425,"Neibsheim (bei Bruchsal)","Karlsruhe",476999.47954596,5435400.76481683
"428",1426,"Gölshausen","Karlsruhe",479774.305161344,5432615.19178626
"429",1427,"Bretten","Karlsruhe",478552.65522753,5431339.13388089
"430",1428,"Diedelsheim","Karlsruhe",476502.583837792,5432073.36609831
"431",1429,"Rinklingen","Karlsruhe",476844.635368314,5431378.24071135
"432",1430,"Sprantal","Karlsruhe",476764.241357147,5427887.92256819
"433",1431,"Ruit","Karlsruhe",479842.003647708,5428519.55002664
"434",1432,"Kürnbach","Karlsruhe",488519.075393085,5436063.03768496
"435",1450,"Neuburgweier","Karlsruhe",446409.954964942,5424358.04206489
"436",1451,"Forchheim","Karlsruhe",450005.629697835,5424818.1446879
"437",1452,"Mörsch","Karlsruhe",447941.803023953,5423256.21075682
"438",1467,"Busenbach","Karlsruhe",460622.792972164,5420012.53148471
"439",1468,"Reichenbach bei Ettlingen","Karlsruhe",461575.15399574,5419082.06498543
"440",1469,"Ettlingenweier","Karlsruhe",455018.633324545,5419730.38305712
"441",1470,"Bruchhausen bei Ettlingen","Karlsruhe",453926.426528419,5419549.21438014
"442",1471,"Ettlingen","Karlsruhe",456243.476589976,5421232.53300509
"443",1472,"Ettlingen","Karlsruhe",456243.476589976,5421232.53300509
"444",1473,"Söllingen","Karlsruhe",466528.113467402,5426024.76088023
"445",1474,"Kleinsteinbach","Karlsruhe",467343.922687565,5423786.53691193
"446",1478,"Mutschelbach","Karlsruhe",465898.00315314,5421345.0743508
"447",1507,"Waldprechtsweier","Karlsruhe",450985.516545335,5412241.50661979
"448",1514,"Malsch","Karlsruhe",451207.423588823,5414381.81257324
"449",1516,"Oberweier","Karlsruhe",454478.431767687,5418434.08187466
"450",1517,"Schluttenbach","Karlsruhe",456041.918484897,5416384.89419472
"451",1518,"Schöllbronn bei Ettlingen","Karlsruhe",457622.842994742,5416380.42908865
"452",1519,"Spessart","Karlsruhe",458229.501489981,5417817.70959048
"453",1520,"Etzenrot","Karlsruhe",460772.473070498,5417553.53727158
"454",1521,"Spielberg","Karlsruhe",461188.094956703,5416205.49133939
"455",1522,"Burbach","Karlsruhe",458826.284983576,5413197.55018189
"456",1523,"Pfaffenrot","Karlsruhe",460291.174791052,5412117.4970386
"457",1524,"Schielberg","Karlsruhe",459605.138868367,5410161.42616815
"458",1526,"Völkersbach","Karlsruhe",455739.517882878,5413191.17353416
"459",1527,"Langensteinbach","Karlsruhe",463834.049348336,5418124.23037375
"460",1528,"Auerbach","Karlsruhe",465683.201192973,5417978.01687335
"461",1533,"Ittersbach","Karlsruhe",463832.700363096,5412719.28677547
"462",1403,"Daxlanden","Karlsruhe (Stadtkreis)",451535.852667851,5427911.86030524
"463",1406,"Hagsfeld","Karlsruhe (Stadtkreis)",460169.775988836,5430681.39364781
"464",1407,"Grötzingen","Karlsruhe (Stadtkreis)",463109.30278216,5428368.74259517
"465",1408,"Rintheim","Karlsruhe (Stadtkreis)",459831.591086072,5428701.65798744
"466",1409,"Karlsruhe","Karlsruhe (Stadtkreis)",456795.751524703,5428777.81980351
"467",1410,"Karlsruhe-Grünwinkel","Karlsruhe (Stadtkreis)",452847.441317133,5428011.73879413
"468",1411,"Karlsruhe-Knielingen","Karlsruhe (Stadtkreis)",452074.894085143,5431041.1439338
"469",1412,"Neureut","Karlsruhe (Stadtkreis)",454627.991023097,5433496.59710187
"470",1413,"Neureut","Karlsruhe (Stadtkreis)",454627.991023097,5433496.59710187
"471",1458,"Karlsruhe-Beiertheim","Karlsruhe (Stadtkreis)",454114.39947538,5426611.47476117
"472",1459,"Bulach","Karlsruhe (Stadtkreis)",454818.287406838,5426172.13558675
"473",1460,"Karlsruhe-Rüppurr","Karlsruhe (Stadtkreis)",456530.784968592,5424728.81410173
"474",1461,"Wolfartsweier","Karlsruhe (Stadtkreis)",459911.370306822,5424757.8744611
"475",1462,"Karlsruhe-Aue","Karlsruhe (Stadtkreis)",460594.668593937,5426272.67893526
"476",1463,"Karlsruhe-Durlach","Karlsruhe (Stadtkreis)",461262.996275709,5427476.3948376
"477",1464,"Hohenwettersbach","Karlsruhe (Stadtkreis)",461800.411552358,5423933.03342832
"478",1465,"Grünwettersbach","Karlsruhe (Stadtkreis)",460960.988306284,5422906.10171178
"479",1466,"Palmbach","Karlsruhe (Stadtkreis)",462120.25468895,5421674.114914
"480",1479,"Stupferich","Karlsruhe (Stadtkreis)",464198.945846494,5422452.97944031
"481",1937,"Litzelstetten","Konstanz",512973.152716824,5284542.24207525
"482",1956,"Konstanz","Konstanz",513332.491268652,5278954.9198361
"483",2212,"Gallmannsweil","Konstanz",499763.183191613,5307805.40894419
"484",2220,"Mainwangen","Konstanz",500784.377539619,5308036.63774184
"485",2263,"Stetten (bei Engen)","Konstanz",478824.796732257,5302165.87244789
"486",2264,"Zimmerholz","Konstanz",480686.667513044,5301673.64659415
"487",2265,"Biesendorf","Konstanz",485993.244539866,5306508.68272084
"488",2266,"Bittelbrunn (Aach)","Konstanz",485855.582647883,5301556.42842069
"489",2267,"Engen","Konstanz",482684.009340586,5299861.22488244
"490",2268,"Anselfingen","Konstanz",482429.782901641,5299164.00863624
"491",2269,"Neuhausen (b. Engen)","Konstanz",483105.886866693,5298308.41067914
"492",2270,"Heudorf","Konstanz",495155.916457454,5306713.77836924
"493",2271,"Rorgenwies","Konstanz",494053.356835631,5305560.02160383
"494",2272,"Reute","Konstanz",493064.716792097,5303778.37600056
"495",2273,"Honstetten","Konstanz",491277.517454551,5304447.66290538
"496",2274,"Eigeltingen","Konstanz",492325.531398274,5300529.47380218
"497",2275,"Aach","Konstanz",488754.337175425,5298869.28042348
"498",2276,"Orsingen","Konstanz",494744.664524095,5298172.76000359
"499",2277,"Nenzingen","Konstanz",496942.765571851,5298802.47140171
"500",2278,"Homberg Münchhof","Konstanz",496482.171771984,5302999.50005994
"501",2279,"Raithaslach","Konstanz",497205.227071812,5303102.46840817
"502",2280,"Mahlspüren","Konstanz",498316.075615461,5302477.41125628
"503",2281,"Schwackenreute","Konstanz",503288.405656984,5306733.7991916
"504",2282,"Zoznegg","Konstanz",503029.218379364,5305139.85143178
"505",2283,"Zoznegg","Konstanz",503029.218379364,5305139.85143178
"506",2285,"Mahlspüren","Konstanz",498316.075615461,5302477.41125628
"507",2286,"Winterspüren","Konstanz",504381.188024055,5300317.09018537
"508",2287,"Stockach","Konstanz",501098.151527308,5300055.45944266
"509",2288,"Hindelwangen","Konstanz",500679.874672415,5301003.44565859
"510",2289,"Zizenhausen","Konstanz",500037.388733146,5302257.1019797
"511",2290,"Hoppetenzell","Konstanz",500603.977536271,5304402.20448731
"512",2291,"Mühlingen","Konstanz",501161.186169659,5306509.57902601
"513",2322,"Uttenhofen","Konstanz",472473.281053803,5295006.00767586
"514",2323,"Tengen","Konstanz",474575.029346712,5296040.04068023
"515",2324,"Wiechs","Konstanz",493046.94918056,5295837.22243544
"516",2325,"Ehingen","Konstanz",485086.225330493,5296703.61438692
"517",2326,"Mühlhausen","Konstanz",486422.716896102,5294967.60779966
"518",2327,"Duchtlingen","Konstanz",484293.66376014,5293152.47435377
"519",2328,"Hilzingen","Konstanz",483656.195022824,5290193.40574153
"520",2329,"Riedheim","Konstanz",481171.028079939,5290088.68895377
"521",2330,"Binningen","Konstanz",479467.959921921,5293325.39030527
"522",2331,"Büsslingen","Konstanz",476325.982590975,5293288.47518333
"523",2332,"Blumenfeld","Konstanz",476311.756728607,5295669.23172478
"524",2333,"Weil","Konstanz",477677.757837281,5296180.62167555
"525",2334,"Welschingen","Konstanz",481865.293765339,5296662.7971159
"526",2335,"Weiterdingen","Konstanz",482714.524948043,5294046.112943
"527",2336,"Beuren a(m) R(ied)","Konstanz",476325.982590975,5293288.47518333
"528",2337,"Volkertshausen","Konstanz",489745.286348369,5296511.20868432
"529",2338,"Schlatt (unter Krähen)","Konstanz",487666.99234887,5294568.04490205
"530",2339,"Schlatt (am Randen)","Konstanz",477610.76510393,5290659.27882537
"531",2341,"Singen","Konstanz",487498.529301262,5290059.37039624
"532",2342,"Friedingen","Konstanz",490697.860616984,5292599.61300655
"533",2343,"Beuren an der Aach","Konstanz",490608.755466835,5294003.48129441
"534",2344,"Wiechs (am Randen)","Konstanz",473146.981832695,5292063.08437202
"535",2345,"Steisslingen","Konstanz",494166.168666876,5294403.36273832
"536",2346,"Stahringen","Konstanz",498162.705392868,5292792.49268762
"537",2347,"Wahlwies","Konstanz",497478.889167723,5296278.16477632
"538",2348,"Güttingen","Konstanz",499850.158993604,5291198.43287778
"539",2352,"Ludwigshafen","Konstanz",504428.492756339,5296173.72466123
"540",2353,"Espasingen","Konstanz",500791.941342151,5296444.38339661
"541",2354,"Bodman","Konstanz",502122.77959103,5294518.62391007
"542",2355,"Liggeringen","Konstanz",502021.324165464,5291287.69652698
"543",2356,"Möggingen","Konstanz",500252.522077407,5290280.40869917
"544",2360,"Langenrain","Konstanz",505692.198459129,5289940.88168706
"545",2404,"Ebringen","Konstanz",481810.89151577,5288626.23913538
"546",2405,"Bietingen","Konstanz",479774.938883456,5287284.82559036
"547",2406,"Randegg","Konstanz",481577.552149807,5285482.77538762
"548",2407,"Gotttmadingen","Konstanz",483292.185020882,5286869.0797401
"549",2408,"Gailingen","Konstanz",481616.544927583,5282636.32527503
"550",2409,"Büsingen","Konstanz",476951.918444838,5282671.84384827
"551",2410,"Böhringen","Konstanz",495179.210408094,5288910.92420039
"552",2411,"Überlingen am Ried","Konstanz",492357.615876943,5286846.73169335
"553",2412,"Worblingen","Konstanz",490008.924608088,5285735.55583689
"554",2413,"Bohlingen","Konstanz",492237.9769911,5285406.50636802
"555",2414,"Moos","Konstanz",494987.682987581,5285838.04176745
"556",2415,"Radolfzell","Konstanz",497763.869667592,5287951.3168291
"557",2416,"Radolfzell","Konstanz",497763.869667592,5287951.3168291
"558",2417,"Radolfzell","Konstanz",497763.869667592,5287951.3168291
"559",2418,"Bankholzen","Konstanz",494740.685530053,5283871.07469611
"560",2419,"Weiler und Iznang","Konstanz",496509.561523207,5283899.75067829
"561",2420,"Horn","Konstanz",499578.313226372,5282470.56791299
"562",2421,"Gaienhofen","Konstanz",498716.613070392,5281026.98824433
"563",2422,"Hemmenhofen","Konstanz",497374.199566677,5279950.49671777
"564",2423,"Schienen","Konstanz",492521.812163488,5281599.57958008
"565",2424,"Rieslasingen","Konstanz",487789.41366931,5286561.13089991
"566",2425,"Dettingen","Konstanz",508772.300993731,5286837.21515756
"567",2426,"Kaltbrunn","Konstanz",505399.046679088,5286878.66535736
"568",2427,"Markelfingen","Konstanz",500338.853056212,5287561.90289764
"569",2428,"Allensbach","Konstanz",505024.579786009,5284665.52021935
"570",2429,"Hegne","Konstanz",507448.04362294,5284040.17863587
"571",2430,"Reichenau","Konstanz",504595.586018701,5282724.65704717
"572",2431,"Dingelsdorf","Konstanz",511731.592192728,5287236.9925658
"573",2498,"Öhningen","Konstanz",491843.092291235,5278697.52269252
"574",2499,"Wangen","Konstanz",494864.973676408,5278502.9121885
"575",545,"Grenzach (Grenzach-Wyhlen)","Lörrach",399635.968045725,5267299.86088485
"576",581,"Istein","Lörrach",390037.257720168,5279757.45762024
"577",582,"Efringen (Efringen-Kirchen)","Lörrach",392212.449793747,5278386.00145643
"578",583,"Kirchen (Efringen-Kirchen)","Lörrach",392212.449793747,5278386.00145643
"579",584,"Egringen und Fischingen","Lörrach",394610.970349127,5279872.92799565
"580",585,"Schallbach","Lörrach",396948.64357823,5279097.3239048
"581",586,"Wittlingen","Lörrach",398511.030630521,5278974.26103375
"582",587,"Wollbach","Lörrach",398947.942484333,5280560.83626275
"583",588,"Rümmingen","Lörrach",397956.539673239,5277293.05657686
"584",589,"Binzen","Lörrach",396630.578570311,5276242.53394071
"585",590,"(Weil am Rhein und) Eimeldingen","Lörrach",394462.865315368,5276259.1722247
"586",591,"Märkt","Lörrach",393391.466031692,5275819.53952969
"587",599,"Weil am Rhein","Lörrach",397228.172766254,5271946.35572434
"588",600,"Lörrach","Lörrach",399604.128958225,5274106.10905687
"589",601,"Lörrach","Lörrach",399604.128958225,5274106.10905687
"590",602,"Tumringen","Lörrach",398997.640545438,5275763.00121248
"591",603,"Haltingen","Lörrach",395825.816233476,5274312.48876562
"592",604,"Ötlingen","Lörrach",396410.514556638,5275277.03389215
"593",605,"Hägelberg","Lörrach",404479.352377613,5279442.41624394
"594",606,"Langenau","Lörrach",409807.740730552,5278914.95598049
"595",607,"Schopfheim (/Grenzach, aber gestrichen)","Lörrach",411620.256391719,5278041.20146243
"596",608,"Haagen","Lörrach",400769.410073814,5276804.21481942
"597",609,"Hauingen","Lörrach",401889.801124781,5277434.4520379
"598",610,"Brombach (/Maulburg, aber gestrichen)","Lörrach",401768.681665949,5276444.87731885
"599",611,"Steinen","Lörrach",405299.554295135,5277555.86182095
